exp_name,mode,ring_type,fold,task,scene,input_type,dataset_task,method_name,epochs,lr,criterion,batch_size,sample_len,mae_with_std,rmse_with_std,mape_with_std,pearson_with_std
resnet-ring1-samsung_hr-all-ir,test,ring1,Fold-5,samsung_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,33,10.69±2.88,19.50±12.60,14.94±5.02,0.53±0.15
mamba2-ring1-hr-motion-ir,5fold,ring1,Fold-1,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,5,28.82±3.91,29.86±14.58,29.47±2.66,-0.55±0.48
mamba2-ring1-hr-motion-ir,5fold,ring1,Fold-2,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,25,6.94±0.72,7.78±2.93,7.88±0.79,-0.23±0.20
mamba2-ring1-hr-motion-ir,5fold,ring1,Fold-3,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,10,31.40±5.22,35.09±17.02,60.76±12.53,0.36±0.33
mamba2-ring1-hr-motion-ir,5fold,ring1,Fold-4,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,12,30.04±5.72,35.52±17.27,26.10±4.62,0.06±0.32
mamba2-ring1-hr-motion-ir,5fold,ring1,Fold-5,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,5,14.66±3.42,16.18±9.48,20.68±5.23,-0.49±0.50
mamba2-ring1-hr-motion-ir,5fold,ring1,all-folds,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,57,18.69±2.16,24.68±10.44,24.01±3.46,-0.65±0.10
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-1,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,10,19.89±4.27,23.66±14.03,26.50±8.13,-0.09±0.35
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-2,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,22.24±8.19,29.96±20.27,30.84±15.40,-0.12±0.44
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-3,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,16.61±6.04,22.25±15.53,16.04±5.14,0.19±0.44
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-4,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,8,16.58±5.43,21.94±14.86,25.96±12.06,-0.72±0.28
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-5,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,28.76±6.85,33.30±19.58,53.36±17.04,-0.66±0.34
inception-time-ring1-oura_hr-motion-ir,test,ring1,all-folds,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,39,20.64±2.64,26.29±11.31,30.11±5.37,-0.12±0.16
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-1,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,10,37.48±5.84,41.38±21.07,55.11±15.14,0.52±0.30
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-2,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,52.09±10.34,57.92±33.62,75.94±25.17,-0.42±0.41
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-3,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,39.62±5.26,41.66±19.69,44.80±7.56,0.71±0.32
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-4,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,8,45.59±10.06,52.78±38.31,76.84±33.23,-0.13±0.40
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-5,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,41.94±8.61,46.95±26.24,83.01±26.71,0.73±0.31
mamba2-ring2-oura_hr-all-ir,5fold,ring2,Fold-1,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,10,6.80±2.09,9.26±6.74,7.07±1.93,0.08±0.35
mamba2-ring2-oura_hr-all-ir,5fold,ring2,Fold-1,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,8,13.49±7.65,24.33±19.64,15.93±9.13,-0.68±0.30
mamba2-ring2-oura_hr-all-ir,5fold,ring2,Fold-1,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,10,6.37±3.91,13.34±12.93,6.12±3.43,0.93±0.13
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-1,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,10,16.70±4.40,21.30±14.20,24.32±9.76,-0.08±0.35
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-2,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,7,21.01±7.56,28.00±19.43,30.58±15.78,-0.14±0.44
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-3,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,7,17.31±4.23,20.18±13.03,18.38±4.13,-0.11±0.44
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-4,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,6,14.38±6.33,20.18±17.26,28.27±17.99,-0.02±0.50
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-5,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,5,23.70±9.68,30.60±22.86,38.68±22.97,-0.58±0.47
resnet-ring1-samsung_hr-motion-ir,test,ring1,all-folds,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,35,18.29±2.64,23.90±11.45,27.11±5.90,0.02±0.17
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-1,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,10,38.62±6.01,42.62±22.28,57.75±16.43,0.63±0.28
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-2,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,7,20.40±6.91,26.50±17.74,28.47±9.37,0.73±0.31
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-3,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,7,43.72±9.72,49.78±28.28,50.50±13.76,0.44±0.40
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-4,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,6,45.45±12.81,53.72±42.01,83.25±41.85,-0.19±0.49
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-5,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,5,48.00±4.09,48.69±20.09,69.60±20.61,0.42±0.52
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-1,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,18,9.25±1.12,10.33±4.41,11.55±1.32,0.67±0.18
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-2,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,17,7.85±1.74,10.48±5.79,12.21±2.96,-0.17±0.25
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-3,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,19,9.69±1.43,11.43±5.38,11.01±1.53,0.38±0.22
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-4,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,32,11.34±1.07,12.82±5.25,13.03±1.05,0.54±0.15
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-5,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,9,5.30±1.89,7.53±5.34,6.04±2.02,-0.14±0.37
transformer-ring2-samsung_hr-stationary-ir,test,ring2,all-folds,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,95,9.42±0.64,11.26±3.67,11.54±0.78,0.58±0.08
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-1,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,18,3.80±0.81,5.05±3.01,4.93±1.08,0.96±0.07
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-2,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,17,2.66±0.45,3.21±1.87,3.58±0.56,0.95±0.08
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-3,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,19,3.50±0.66,4.48±2.56,4.37±0.95,0.95±0.08
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-4,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,32,2.73±0.42,3.59±1.94,3.35±0.53,0.97±0.04
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-5,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,9,2.69±0.58,3.16±1.75,3.31±0.74,0.97±0.09
resnet-ring2-hr-motion-ir,test,ring2,Fold-1,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,51,8.97±0.91,11.05±4.57,10.05±0.96,0.17±0.14
resnet-ring2-hr-motion-ir,test,ring2,Fold-2,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,36,13.95±1.94,18.08±9.27,18.67±3.96,0.36±0.16
resnet-ring2-hr-motion-ir,test,ring2,Fold-3,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,42,15.28±1.83,19.24±8.54,19.91±3.04,0.53±0.13
resnet-ring2-hr-motion-ir,test,ring2,Fold-4,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,38,19.37±2.80,25.81±12.23,35.87±8.80,0.13±0.17
resnet-ring2-hr-motion-ir,test,ring2,Fold-5,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,14,20.18±3.35,23.51±11.50,18.01±2.63,0.41±0.26
resnet-ring2-hr-motion-ir,test,ring2,all-folds,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,181,14.48±0.94,19.18±6.58,20.09±2.24,0.35±0.07
mamba2-ring1-hr-all-irredimu,5fold,ring1,Fold-1,hr,all,"['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,40,12.67±1.26,14.92±6.94,13.68±1.21,-0.13±0.16
mamba2-ring1-hr-all-irredimu,5fold,ring1,Fold-2,hr,all,"['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,245,11.04±0.39,12.58±3.00,13.41±0.41,-0.08±0.06
mamba2-ring1-hr-all-irredimu,5fold,ring1,Fold-3,hr,all,"['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,104,14.53±0.86,16.95±6.14,21.38±1.82,0.15±0.10
mamba2-ring1-hr-all-irredimu,5fold,ring1,Fold-4,hr,all,"['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,103,16.47±0.89,18.77±5.99,16.87±0.71,0.18±0.10
mamba2-ring1-hr-all-irredimu,5fold,ring1,Fold-5,hr,all,"['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,40,9.65±0.86,11.04±4.46,12.54±1.26,0.00±0.16
mamba2-ring1-hr-all-irredimu,5fold,ring1,all-folds,hr,all,"['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,532,12.79±0.33,14.94±3.48,15.59±0.46,0.08±0.04
resnet-ring1-rr-stationary-ir,test,ring1,Fold-1,resp_rr,stationary,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,306,2.87±0.16,3.98±1.32,19.08±1.44,0.35±0.05
resnet-ring1-rr-stationary-ir,test,ring1,Fold-2,resp_rr,stationary,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,320,2.76±0.11,3.34±0.87,20.68±1.02,0.37±0.05
resnet-ring1-rr-stationary-ir,test,ring1,Fold-3,resp_rr,stationary,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,475,2.71±0.11,3.57±1.02,18.16±1.02,0.27±0.04
resnet-ring1-rr-stationary-ir,test,ring1,Fold-4,resp_rr,stationary,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,360,3.45±0.12,4.17±1.11,25.10±1.47,0.12±0.05
resnet-ring1-rr-stationary-ir,test,ring1,Fold-5,resp_rr,stationary,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,214,2.65±0.14,3.35±1.09,17.87±1.57,0.34±0.06
resnet-ring1-rr-stationary-ir,test,ring1,all-folds,resp_rr,stationary,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,1675,2.90±0.06,3.71±0.74,20.27±0.58,0.31±0.02
transformer-ring1-hr-all-ir,5fold,ring1,Fold-1,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,363,9.19±0.48,12.95±4.48,11.29±1.05,0.33±0.05
transformer-ring1-hr-all-ir,5fold,ring1,Fold-2,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,522,10.05±0.32,12.43±3.37,12.76±0.43,-0.01±0.04
transformer-ring1-hr-all-ir,5fold,ring1,Fold-3,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,407,7.06±0.42,10.98±3.97,10.52±0.83,0.38±0.05
transformer-ring1-hr-all-ir,5fold,ring1,Fold-4,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,305,6.37±0.50,10.75±4.34,7.17±0.56,0.80±0.03
transformer-ring1-hr-all-ir,5fold,ring1,Fold-5,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,295,7.31±0.41,10.17±3.69,9.33±0.51,0.55±0.05
transformer-ring1-hr-all-ir,5fold,ring1,all-folds,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,1892,8.22±0.19,11.64±2.66,10.56±0.32,0.50±0.02
transformer-ring1-hr-all-ir,test,ring1,Fold-1,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,381,7.14±0.35,9.86±3.37,9.28±0.54,0.60±0.04
transformer-ring1-hr-all-ir,test,ring1,Fold-2,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,354,8.37±0.41,11.41±3.73,10.54±0.55,-0.03±0.05
transformer-ring1-hr-all-ir,test,ring1,Fold-3,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,532,5.04±0.28,8.25±3.04,6.19±0.41,0.76±0.03
transformer-ring1-hr-all-ir,test,ring1,Fold-4,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,391,6.69±0.41,10.46±4.06,8.81±0.96,0.80±0.03
transformer-ring1-hr-all-ir,test,ring1,Fold-5,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,271,6.75±0.50,10.60±4.43,8.98±0.84,0.59±0.05
transformer-ring1-hr-all-ir,test,ring1,all-folds,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,1929,6.64±0.17,9.99±2.47,8.52±0.29,0.66±0.02
resnet-ring2-hr-stationary-ir,test,ring2,Fold-1,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,478,7.55±0.29,9.80±2.59,10.14±0.42,0.31±0.04
resnet-ring2-hr-stationary-ir,test,ring2,Fold-2,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,326,5.32±0.26,7.11±2.20,7.31±0.42,0.65±0.04
resnet-ring2-hr-stationary-ir,test,ring2,Fold-3,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,387,5.90±0.26,7.77±2.11,7.80±0.36,0.71±0.04
resnet-ring2-hr-stationary-ir,test,ring2,Fold-4,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,271,4.71±0.29,6.68±2.28,5.80±0.34,0.87±0.03
resnet-ring2-hr-stationary-ir,test,ring2,Fold-5,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,191,7.91±0.43,9.92±3.04,10.90±0.64,0.49±0.06
resnet-ring2-hr-stationary-ir,test,ring2,all-folds,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,1653,6.30±0.14,8.40±1.68,8.41±0.20,0.63±0.02
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-1,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,34,3.48±0.57,4.76±2.61,4.34±0.72,0.92±0.07
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-2,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,33,4.02±0.51,4.95±2.37,5.72±0.82,0.89±0.08
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-3,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,51,3.61±0.49,5.03±2.94,4.16±0.63,0.93±0.05
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-4,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,57,2.34±0.25,2.98±1.30,2.91±0.31,0.98±0.03
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-5,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,23,2.50±0.47,3.33±1.92,3.07±0.60,0.95±0.07
resnet-ring1-oura_hr-stationary-ir,test,ring1,all-folds,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,198,3.16±0.21,4.28±1.67,3.96±0.28,0.95±0.02
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-1,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,34,3.17±0.49,4.23±2.17,4.05±0.61,0.93±0.06
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-2,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,33,3.67±0.59,4.97±2.77,4.92±0.78,0.93±0.07
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-3,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,51,4.45±0.62,6.23±3.07,5.00±0.68,0.89±0.06
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-4,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,57,3.63±0.36,4.52±1.87,4.63±0.51,0.96±0.04
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-5,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,23,2.34±0.40,3.01±1.72,2.86±0.49,0.96±0.06
inception-time-ring2-hr-stationary-ir,test,ring2,Fold-1,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,478,7.15±0.26,9.09±2.40,9.40±0.36,0.29±0.04
inception-time-ring2-hr-stationary-ir,test,ring2,Fold-2,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,326,5.26±0.28,7.30±2.28,7.14±0.43,0.54±0.05
inception-time-ring2-hr-stationary-ir,test,ring2,Fold-3,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,387,7.75±0.25,9.17±2.16,9.85±0.33,0.52±0.04
inception-time-ring2-hr-stationary-ir,test,ring2,Fold-4,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,271,8.76±0.34,10.42±2.82,11.17±0.43,0.65±0.05
inception-time-ring2-hr-stationary-ir,test,ring2,Fold-5,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,191,7.91±0.37,9.42±2.96,10.79±0.55,0.27±0.07
inception-time-ring2-hr-stationary-ir,test,ring2,all-folds,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,1653,7.27±0.13,9.06±1.68,9.51±0.18,0.47±0.02
inception-time-ring1-rr-motion-ir,test,ring1,Fold-1,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,31,6.24±0.73,7.42±3.10,27.62±3.20,-0.10±0.18
inception-time-ring1-rr-motion-ir,test,ring1,Fold-2,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,35,4.04±0.36,4.56±1.75,18.66±1.54,-0.03±0.17
inception-time-ring1-rr-motion-ir,test,ring1,Fold-3,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,59,4.14±0.41,5.20±2.12,21.69±3.19,0.11±0.13
inception-time-ring1-rr-motion-ir,test,ring1,Fold-4,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,34,5.10±0.50,5.85±2.25,23.44±2.19,-0.13±0.18
inception-time-ring1-rr-motion-ir,test,ring1,Fold-5,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,36,6.02±0.60,6.99±2.81,24.98±1.92,0.28±0.16
inception-time-ring1-rr-motion-ir,test,ring1,all-folds,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,195,4.97±0.24,5.97±1.68,23.00±1.25,-0.00±0.07
inceptiontime-ring1-spo2-spo2-irred,5fold,ring1,Fold-1,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,100,3.03±0.34,4.58±2.07,3.41±0.41,0.13±0.10
inceptiontime-ring1-spo2-spo2-irred,5fold,ring1,Fold-2,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,103,3.41±0.31,4.65±1.89,3.80±0.37,0.11±0.10
inceptiontime-ring1-spo2-spo2-irred,5fold,ring1,Fold-3,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,68,3.06±0.29,3.87±1.84,3.32±0.34,0.12±0.12
inceptiontime-ring1-spo2-spo2-irred,5fold,ring1,Fold-4,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,101,3.96±0.37,5.40±2.31,4.46±0.45,0.00±0.10
inceptiontime-ring1-spo2-spo2-irred,5fold,ring1,Fold-5,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,67,3.00±0.32,3.95±1.70,3.27±0.36,0.00±0.12
inceptiontime-ring1-spo2-spo2-irred,5fold,ring1,all-folds,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,439,3.33±0.15,4.61±1.38,3.71±0.18,0.08±0.05
